timestamp,bid_price,ask_price,bid_qty,ask_qty
2026-01-01 00:00:00+00:00,59999.8,60000.2,6.589144368918434,2.0778374132267197
2026-01-01 00:00:01+00:00,59999.9,60000.1,5.3562597493913,6.763770558461178
2026-01-01 00:00:02+00:00,59999.9,60000.3,6.98483070485958,1.3238363386713385
2026-01-01 00:00:03+00:00,59999.7,60000.3,5.98619168925588,2.721000938756812
2026-01-01 00:00:04+00:00,60000.1,60000.5,0.5480297334845645,4.239574077826612
2026-01-01 00:00:05+00:00,60000.1,60000.7,10.014716401868267,0.5066983504689387
2026-01-01 00:00:06+00:00,60000.7,60001.3,5.027466956348129,1.6930023752295007
2026-01-01 00:00:07+00:00,60000.7,60001.1,2.0995130787918854,0.6209053330202874
2026-01-01 00:00:08+00:00,60000.5,60001.1,1.6393680273356086,9.534995841115332
2026-01-01 00:00:09+00:00,60000.5,60001.1,5.896351907435838,7.123710454423065
2026-01-01 00:00:10+00:00,60000.5,60000.9,5.845870873342494,9.649808388725578
2026-01-01 00:00:11+00:00,60000.6,60001.2,19.807538350947556,2.0689288317407106
2026-01-01 00:00:12+00:00,60001.2,60001.6,6.9258888016210225,3.9523817682048903
2026-01-01 00:00:13+00:00,60001.5,60002.1,7.706682710765562,1.8475670714778056
2026-01-01 00:00:14+00:00,60001.9,60002.1,5.690984945219701,7.0621085720148
2026-01-01 00:00:15+00:00,60002.0,60002.4,1.1422873365282487,3.5999186557589034
2026-01-01 00:00:16+00:00,60001.9,60002.1,1.7674650209463234,1.4353024938945578
2026-01-01 00:00:17+00:00,60002.0,60002.2,0.49844296235128743,5.322693992593924
2026-01-01 00:00:18+00:00,60001.8,60002.2,11.352552416490813,2.6413555362170364
2026-01-01 00:00:19+00:00,60002.0,60002.2,3.318711757882186,1.99053745405266
2026-01-01 00:00:20+00:00,60002.4,60002.6,6.94957366454903,2.376417899560218
2026-01-01 00:00:21+00:00,60001.9,60002.5,3.560795704773917,6.281103010878401
2026-01-01 00:00:22+00:00,60002.0,60002.2,7.907792143669271,0.44113102508768015
2026-01-01 00:00:23+00:00,60001.9,60002.5,3.4072198933304723,0.49358854064109453
2026-01-01 00:00:24+00:00,60002.4,60002.6,6.7044598233616295,2.065681082483747
2026-01-01 00:00:25+00:00,60002.1,60002.5,1.2562504871682758,4.728551586864105
2026-01-01 00:00:26+00:00,60002.0,60002.2,8.108929202798414,9.203602170167855
2026-01-01 00:00:27+00:00,60001.9,60002.1,0.8690039359749457,12.176443683210007
2026-01-01 00:00:28+00:00,60001.1,60001.7,1.0451064786206552,5.0461444159852675
2026-01-01 00:00:29+00:00,60001.4,60001.6,12.039459018271929,5.825983106114877
2026-01-01 00:00:30+00:00,60000.9,60001.5,6.427570291818878,2.3469816268266492
2026-01-01 00:00:31+00:00,60000.8,60001.2,3.0243458521613387,0.17895480722599083
2026-01-01 00:00:32+00:00,60001.2,60001.6,2.376980222507592,4.728365067906671
2026-01-01 00:00:33+00:00,60001.0,60001.6,6.30889794300795,10.42838870483421
2026-01-01 00:00:34+00:00,60001.0,60001.4,2.310234879907825,2.5939100352295608
2026-01-01 00:00:35+00:00,60000.9,60001.3,1.4639290811891588,5.6772653342194115
2026-01-01 00:00:36+00:00,60001.0,60001.4,0.5556616238683382,3.1880474131285736
2026-01-01 00:00:37+00:00,60000.8,60001.2,1.9329093991479906,2.119994015309467
2026-01-01 00:00:38+00:00,60000.8,60001.4,1.1712956430049526,3.697663218245129
2026-01-01 00:00:39+00:00,60000.5,60000.9,2.6453104178613716,1.3547156481610474
2026-01-01 00:00:40+00:00,60000.7,60000.9,2.3882266371389416,3.035932868832266
2026-01-01 00:00:41+00:00,60000.7,60001.3,14.380239239722687,3.241646584290137
2026-01-01 00:00:42+00:00,60001.3,60001.7,5.009143610839146,2.247836045673585
2026-01-01 00:00:43+00:00,60000.9,60001.5,3.5211060650424173,7.42256003396952
2026-01-01 00:00:44+00:00,60000.8,60001.2,10.402130713700068,2.3510984649887012
2026-01-01 00:00:45+00:00,60001.4,60001.6,3.3516723519603273,0.8934972298411871
2026-01-01 00:00:46+00:00,60001.4,60002.0,1.916621293840386,2.958981728971523
2026-01-01 00:00:47+00:00,60001.3,60001.9,3.2391219583318476,7.597262070977192
2026-01-01 00:00:48+00:00,60001.4,60001.6,3.6233508839601973,1.7575644560119126
2026-01-01 00:00:49+00:00,60001.3,60001.9,1.653913007306682,8.829492570426778
2026-01-01 00:00:50+00:00,60001.3,60001.5,3.6734756606851495,13.419390801537913
2026-01-01 00:00:51+00:00,60001.2,60001.8,0.11418978280366783,3.4548927041159527
2026-01-01 00:00:52+00:00,60001.2,60001.6,4.775557970020393,1.4057686914880811
2026-01-01 00:00:53+00:00,60001.0,60001.4,4.393809864857354,2.2978657852427626
2026-01-01 00:00:54+00:00,60001.0,60001.2,3.946541702228351,1.7326946261500042
2026-01-01 00:00:55+00:00,60000.9,60001.1,4.180135363701053,1.272030831237159
2026-01-01 00:00:56+00:00,60000.7,60001.3,2.6631702857867663,3.1141478960260156
2026-01-01 00:00:57+00:00,60000.8,60001.2,4.1453334780336535,3.18759266368349
2026-01-01 00:00:58+00:00,60001.0,60001.2,1.2662513319530941,6.7577915978233
2026-01-01 00:00:59+00:00,60000.7,60001.1,1.5925284451310844,10.309459273187523
2026-01-01 00:01:00+00:00,60000.8,60001.4,4.8157855648645835,2.481049238847012
2026-01-01 00:01:01+00:00,60001.1,60001.3,6.10713370664662,6.816884718961262
2026-01-01 00:01:02+00:00,60001.2,60001.8,3.088856025303275,2.407580411279655
2026-01-01 00:01:03+00:00,60001.5,60002.1,3.0464155810379117,1.006022037552947
2026-01-01 00:01:04+00:00,60001.5,60001.9,3.984372565473585,2.360347509629067
2026-01-01 00:01:05+00:00,60001.5,60001.7,5.129689517557598,4.18177446466699
2026-01-01 00:01:06+00:00,60001.2,60001.8,6.319816406382243,5.041716595899457
2026-01-01 00:01:07+00:00,60001.3,60001.9,4.811294954967774,10.523382940498019
2026-01-01 00:01:08+00:00,60001.5,60001.9,0.4636823203522047,8.079214462227778
2026-01-01 00:01:09+00:00,60001.4,60001.8,4.736332686115307,6.030959125970299
2026-01-01 00:01:10+00:00,60001.2,60001.8,3.3525623664392925,11.296695603888548
2026-01-01 00:01:11+00:00,60001.6,60001.8,2.067450736071922,2.9372446597059816
2026-01-01 00:01:12+00:00,60001.5,60001.7,5.559361753889289,1.092717664638907
2026-01-01 00:01:13+00:00,60001.6,60002.0,7.301435768715929,22.230038095913073
2026-01-01 00:01:14+00:00,60001.5,60001.9,0.9114661564030799,10.426925637781302
2026-01-01 00:01:15+00:00,60001.4,60001.8,2.788282537116375,6.750350182064336
2026-01-01 00:01:16+00:00,60001.5,60001.9,3.510769133252401,8.041078843571078
2026-01-01 00:01:17+00:00,60001.7,60002.3,2.477473488376889,1.3117511875842227
2026-01-01 00:01:18+00:00,60001.9,60002.3,2.9633548843393553,2.383918513383505
2026-01-01 00:01:19+00:00,60001.8,60002.2,3.4284247373649683,1.025791248682243
2026-01-01 00:01:20+00:00,60002.1,60002.7,5.976641813453136,3.1327337045402137
2026-01-01 00:01:21+00:00,60002.5,60002.7,2.5257023130496825,3.618549422228964
2026-01-01 00:01:22+00:00,60002.3,60002.9,6.186983751298958,1.5630271080082978
2026-01-01 00:01:23+00:00,60002.7,60003.3,1.1614024432529355,5.163482706776355
2026-01-01 00:01:24+00:00,60002.7,60003.1,0.15261104622380847,3.1239586022898216
2026-01-01 00:01:25+00:00,60003.1,60003.5,1.2714523740274835,10.230171347480704
2026-01-01 00:01:26+00:00,60003.0,60003.4,2.177458503506189,0.8840316675490133
2026-01-01 00:01:27+00:00,60003.4,60003.6,2.3817581105020778,2.753738914712246
2026-01-01 00:01:28+00:00,60003.4,60003.8,0.6821273250514469,3.1455717539744685
2026-01-01 00:01:29+00:00,60003.3,60003.9,2.3844424880404977,2.3749946593091065
